"effect","term","estimate","std.error","statistic","df","p.value","Response","Predictor"
"fixed","nutrint",-0.00166391924081499,0.00577791155194608,-0.287979354798977,48.406551945194,0.77459197998472,"FEve","nutrint"
"fixed","(Intercept)",0.672527622157667,0.00895660429943682,75.0873433361295,4.2281658938126,9.04405234247296e-08,"FEve","crypto5LR"
"fixed","crypto5LR",0.00255982965603415,0.00513031539207841,0.498961459559916,122.902051219583,0.618698455047919,"FEve","crypto5LR"
"fixed","(Intercept)",0.672541725560997,0.00916902257112006,73.3493368943513,3.79993244049357,3.94892805252641e-07,"FEve","crypto5BRout"
"fixed","crypto5BRout",0.00196184256709921,0.00630635664462344,0.311089695311128,39.6441114086233,0.757362376538803,"FEve","crypto5BRout"
"fixed","(Intercept)",0.672310037826306,0.0103717228474148,64.8214426587652,3.23081887887007,3.82950502866491e-06,"FEve","sst_sd_6_year_mean"
"fixed","sst_sd_6_year_mean",0.00222412177072949,0.00989585964714011,0.224752760248804,3.53316301871334,0.83455952186826,"FEve","sst_sd_6_year_mean"
"fixed","(Intercept)",0.67340339124479,0.0098046281140954,68.6821961433384,2.92211999171869,8.81459929133637e-06,"FEve","sst_q90_6_year_mean"
"fixed","sst_q90_6_year_mean",-0.00720837156390604,0.0095557731850108,-0.754347285598313,3.1771137055767,0.502641813645017,"FEve","sst_q90_6_year_mean"
"fixed","(Intercept)",0.673164606891513,0.0100393421608291,67.0526610317187,2.98920319971296,7.57424839479367e-06,"FEve","sst_mean_6_year_mean"
"fixed","sst_mean_6_year_mean",-0.00613810341795404,0.0098165221419505,-0.625282898484292,3.18904294748415,0.573687077022273,"FEve","sst_mean_6_year_mean"
"fixed","(Intercept)",0.90943121585757,0.00833680253870021,109.086332755982,3.45714231851828,3.074317252687e-07,"FDiv","nutrint"
"fixed","nutrint",0.00169758561239934,0.00436648406417711,0.388776321509206,52.4690382385907,0.699014851400886,"FDiv","nutrint"
"fixed","(Intercept)",0.909815776626613,0.00759425984418433,119.803087502115,3.74827166482089,7.42978464652088e-08,"FDiv","crypto5LR"
"fixed","crypto5LR",0.00407435108965076,0.00369910107941844,1.10144356755218,122.840004791361,0.272857158793625,"FDiv","crypto5LR"
"fixed","(Intercept)",0.909142044884962,0.00823485590896703,110.40169432655,3.42500352210788,3.32323012018447e-07,"FDiv","crypto5BRout"
"fixed","crypto5BRout",-0.000848516098544953,0.0047840638991206,-0.177363036204622,58.4586589788421,0.859836358948754,"FDiv","crypto5BRout"
"fixed","(Intercept)",0.910379005571751,0.00755911168804726,120.434654644841,2.68167168124627,4.39052734744991e-06,"FDiv","sst_sd_6_year_mean"
"fixed","sst_sd_6_year_mean",0.00648543107084879,0.00720897867983928,0.899632438778884,2.93389784374877,0.43597272492713,"FDiv","sst_sd_6_year_mean"
"fixed","(Intercept)",0.910169546799499,0.00813726010147156,111.852089702147,2.6752428704792,5.48824494371094e-06,"FDiv","sst_q90_6_year_mean"
"fixed","sst_q90_6_year_mean",-0.0047029185778633,0.00788334036578055,-0.596564192290542,2.93310062005855,0.593698710826869,"FDiv","sst_q90_6_year_mean"
"fixed","(Intercept)",0.910341822146525,0.00795101766412465,114.493749178049,2.66101529503938,5.45056601329244e-06,"FDiv","sst_mean_6_year_mean"
"fixed","sst_mean_6_year_mean",-0.00546285752120118,0.00775072506132402,-0.704818901196837,2.85224979040437,0.534116359615799,"FDiv","sst_mean_6_year_mean"
"fixed","(Intercept)",0.169445772599253,0.00562606848442076,30.1179719138628,3.38587404055997,3.11039321928372e-05,"FDis","nutrint"
"fixed","nutrint",-0.00211382273608132,0.00401800904496543,-0.526087102449395,40.1478266979866,0.60172194780167,"FDis","nutrint"
"fixed","(Intercept)",0.169150444176841,0.0052041084742628,32.5032510397091,3.55841401910315,1.56594690113508e-05,"FDis","crypto5LR"
"fixed","crypto5LR",-0.00399281870974757,0.00371468349023631,-1.0748745405207,119.693339945568,0.284592903612161,"FDis","crypto5LR"
"fixed","(Intercept)",0.16881090754425,0.00573353795968449,29.4427121144479,3.60462404751663,1.99342590017334e-05,"FDis","crypto5BRout"
"fixed","crypto5BRout",-0.00519867092634075,0.00438379866309409,-1.18588268437299,27.8547881917977,0.245686356079701,"FDis","crypto5BRout"
"fixed","(Intercept)",0.170142781267215,0.00559309650748018,30.4201404427167,2.51093312867893,0.000273199313362721,"FDis","sst_sd_6_year_mean"
"fixed","sst_sd_6_year_mean",0.00460110350272201,0.00541511705030075,0.849677571136984,2.81061914525985,0.461739800416518,"FDis","sst_sd_6_year_mean"
"fixed","(Intercept)",0.170216841262367,0.00581233557058131,29.2854463055965,2.62434264842503,0.000224592886887616,"FDis","sst_q90_6_year_mean"
"fixed","sst_q90_6_year_mean",-0.00397306782543029,0.00571333831091125,-0.695402164062747,2.8444772442422,0.53932639441,"FDis","sst_q90_6_year_mean"
"fixed","(Intercept)",0.170228218857725,0.00578037840681713,29.4493209401249,2.58234278115261,0.000246503145834612,"FDis","sst_mean_6_year_mean"
"fixed","sst_mean_6_year_mean",-0.00411276741394124,0.00569488783107903,-0.722185850877765,2.75250549599689,0.526649519952904,"FDis","sst_mean_6_year_mean"
"fixed","(Intercept)",0.036917386648,0.00109939194038237,33.5798228929711,122.999999996531,8.59989703649134e-64,"RaoQ","nutrint"
"fixed","nutrint",-0.000761934710007252,0.00110381607069343,-0.690273253159463,122.999999997376,0.491322807762648,"RaoQ","nutrint"
"fixed","(Intercept)",0.036917386648,0.00110145215193446,33.5170135018237,122.999999997236,1.05859250130679e-63,"RaoQ","crypto5LR"
"fixed","crypto5LR",-0.000135424222305099,0.00110588457286876,-0.122457827541438,122.999999997661,0.902736300091845,"RaoQ","crypto5LR"
"fixed","(Intercept)",0.036883099877175,0.00114567727732912,32.1932717066357,2.44327480952191,0.000284242180448024,"RaoQ","crypto5BRout"
"fixed","crypto5BRout",-0.00197770721628418,0.00111899118058523,-1.76740196937911,10.6686564852651,0.105708549804193,"RaoQ","crypto5BRout"
"fixed","(Intercept)",0.0369212530155675,0.001107691606394,33.3317078530201,1.2059628084089,0.00977891548567955,"RaoQ","sst_sd_6_year_mean"
"fixed","sst_sd_6_year_mean",0.000493258903975682,0.00111126886119527,0.443869995101939,1.56324507054098,0.710837789267184,"RaoQ","sst_sd_6_year_mean"
"fixed","(Intercept)",0.0369522402944726,0.00117518875275876,31.44366401374,1.4381322886606,0.00514479703233986,"RaoQ","sst_q90_6_year_mean"
"fixed","sst_q90_6_year_mean",-0.000327293266685203,0.00117591632698209,-0.2783304042773,1.59278758499076,0.812610819495092,"RaoQ","sst_q90_6_year_mean"
"fixed","(Intercept)",0.0369500115319149,0.00116756453678268,31.647082767462,1.40306341885188,0.00566813829807626,"RaoQ","sst_mean_6_year_mean"
"fixed","sst_mean_6_year_mean",-0.000362710179333182,0.00116864316225812,-0.310368631800601,1.5532867387831,0.792826038801857,"RaoQ","sst_mean_6_year_mean"
