"","Neoglyphidodon carlsoni","Acanthurus triostegus","Ctenochaetus striatus","Chaetodon auriga","Chrysiptera taupou","Chaetodon baronessa","Chaetodon bennetti","Chaetodon citrinellus","Acanthurus mata","Acanthurus lineatus","Naso hexacanthus","Naso lituratus","Naso unicornis","Halichoeres hortulanus","Bodianus loxozonus","Cirrhilabrus punctatus","Aulostomus chinensis","Lutjanus biguttatus","Lutjanus bohar","Lutjanus monostigma","Gnathodentex aureolineatus","Lethrinus semicinctus","Lethrinus harak","Macolor macularis","Monotaxis grandoculis","Macolor niger","Pterocaesio trilineata","Carangoides orthogrammus","Plectorhinchus vittatus","Lutjanus fulvus","Lutjanus gibbus","Chaetodon ephippium","Stegastes albifasciatus","Stegastes fasciolatus","Stegastes nigricans","Amphiprion chrysopterus","Siganus punctatus","Siganus doliatus","Siganus uspi","Acanthurus thompsoni","Acanthurus nigrofuscus","Acanthurus leucocheilus","Acanthurus auranticavus","Acanthurus blochii","Plectropomus leopardus","Halichoeres prosopeion","Labropsis australis","Anampses caeruleopunctatus","Anampses meleagrides","Anampses neoguinaicus","Anampses twistii","Sargocentron caudimaculatum","Neoniphon sammara","Scarus globiceps","Scarus dimidiatus","Scarus spinus","Scarus schlegeli","Chlorurus bleekeri","Chromis atripes","Dascyllus aruanus","Dascyllus trimaculatus","Dascyllus reticulatus","Pterois volitans","Synodus variegatus","Chromis atripectoralis","Centropyge bicolor","Centropyge flavissima","Labroides dimidiatus","Amblyglyphidodon curacao","Chrysiptera rollandi","Bodianus mesothorax","Hipposcarus longiceps","Scarus altipinnis","Scarus forsteni","Scarus frenatus","Scarus niger","Scarus oviceps","Scarus psittacus","Scarus rubroviolaceus","Chaetodon kleinii","Chaetodon lineolatus","Chaetodon lunula","Chaetodon lunulatus","Chaetodon mertensii","Forcipiger flavissimus","Forcipiger longirostris","Heniochus acuminatus","Heniochus chrysostomus","Heniochus monoceros","Heniochus singularius","Heniochus varius","Cheilinus chlorourus","Cheilinus fasciatus","Cheilinus trilobatus","Epibulus insidiator","Coris aygula","Coris gaimard","Gomphosus varius","Halichoeres margaritaceus","Halichoeres trimaculatus","Hemigymnus fasciatus","Hemigymnus melapterus","Hologymnosus doliatus","Stethojulis bandanensis","Thalassoma amblycephalum","Thalassoma hardwicke","Thalassoma lunare","Thalassoma lutescens","Thalassoma quinquevittatum","Labroides bicolor","Centropyge heraldi","Chromis margaritifer","Chromis ternatensis","Chromis viridis","Chromis weberi","Chromis xanthura","Abudefduf sexfasciatus","Amblyglyphidodon aureus","Amblyglyphidodon leucogaster","Chrysiptera biocellata","Chrysiptera glauca","Chrysiptera brownriggii","Neopomacentrus violascens","Plectroglyphidodon dickii","Plectroglyphidodon johnstonianus","Pomacentrus brachialis","Pomacentrus coelestis","Pomacentrus moluccensis","Pomacentrus philippinus","Pomacentrus vaiuli","Priacanthus hamrur","Kyphosus cinerascens","Paracirrhites arcatus","Cantherhines dumerilii","Sufflamen chrysopterum","Scolopsis trilineata","Scolopsis bilineata","Ctenochaetus cyanocheilus","Zanclus cornutus","Zebrasoma scopas","Paracirrhites forsteri","Mulloidichthys flavolineatus","Mulloidichthys vanicolensis","Parupeneus barberinoides","Parupeneus barberinus","Parupeneus cyclostomus","Parupeneus multifasciatus","Ctenochaetus binotatus","Balistapus undulatus","Balistoides viridescens","Pseudobalistes flavimarginatus","Sufflamen bursa","Plagiotremus rhinorhynchos","Parupeneus crassilabris","Pomacentrus callainus","Pomacentrus spilotoceps","Amblyglyphidodon orbicularis","Thalassoma nigrofasciatum","Cephalopholis argus","Arothron nigropunctatus","Amphiprion barberi","Scarus tricolor","Cephalopholis urodeta","Pomacanthus imperator","Sargocentron spiniferum","Chaetodon oxycephalus","Chaetodon pelewensis","Chaetodon plebeius","Chaetodon rafflesii","Oxymonacanthus longirostris","Pseudanthias squamipinnis","Pygoplites diacanthus","Canthigaster solandri","Pomacentrus nigromarginatus","Stethojulis trilineata","Abudefduf vaigiensis","Chaetodon semeion","Coris dorsomacula","Amanses scopas","Arothron manilensis","Myripristis kuntee","Myripristis violacea","Epinephelus merra","Plectropomus laevis","Heniochus diphreutes","Chaetodon trifascialis","Chaetodon ulietensis","Chaetodon unimaculatus","Chaetodon vagabundus","Helcogramma striatum","Caesio caerulaurea","Caesio teres","Gymnocaesio gymnoptera","Pterocaesio tile","Cetoscarus ocellatus","Chlorurus spilurus","Oxycheilinus digrammus","Plagiotremus flavus","Thalassoma sp","Chaetodon sp","Oxycheilinus sp","Acanthurus sp","Pomacentrus maafu","Scarus sp","Stethojulis sp","Cephalopholis sp","Chromis sp","Pomacentrus sp","Ctenochaetus sp","Halichoeres sp","Siganus sp","Stegastes lacrymatus","Chlorurus sp","Neoglyphidodon sp","Plectroglyphidodon fasciolatus","Pterocaesio sp","Zebrasoma velifer","Plectropomus sp","Cirrhilabrus sp","Lethrinus sp","Naso sp","Cheilinus sp","Chrysiptera sp","Stegastes sp","Arothron sp","Lutjanus sp","Taeniamia kagoshimana","Pseudanthias sp"
"KUA_noMPA_Transect 1",10.4525797147698,0,48.5615853992579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251.752721326256,0,0,0,0,0,0,0,9.26451064548221,0,0,0,0,0,0,0,0,0,94.7248017364578,0,0,17.7931044037752,16.6590303802,0,0,0,0,126.706252700451,0,0,7.81715496672115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8129316897123,0,0,0,0,0,0,0,0,0,0,0,21.3503167047394,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35318473282146,0,0,0,0,0,0,73.203728565136,0,118.197581288638,0,0,0,0,0,0,20.3924035893587,0,0,0,0,0,0,0,0,0,0,16.4994988707035,0,91.4395968743693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.4778660137762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.9520804090956,0,0,7.0311605539109,0,28.397450715314,12.1327296009632,35.1703161160026,0,23.9901841359154,0,0,107.654036249957,0,0,0,32.9667296221886,417.670979204961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_noMPA_Transect 2",0,0,0,0,0,39.1281928577884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.7535393532136,0,0,70.397990059035,0,0,0,0,0,75.3773482529265,0,0,57.674397177102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.1117779881295,0,0,32.0123388210885,0,0,0,0,0,0,0,0,0,0,0,0,0,5.09859620550086,0,0,0,0,0,0,16.2520687257417,15.1923483719638,0,0,0,0,0,0,0,126.910153849923,0,0,12.5681475614154,0,0,0,80.2831875043683,0,0,0,0,0,0,0,0,0,0,14.248780263398,0,82.8094423312416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.7497016587723,0,0,0,0,0,0,56.9873227160075,209.453161732777,0,0,0,0,0,0,0,20.6156366944525,245.705689651864,0,0,0,0,0,0,0,0,0,0,2.56710289504218,0,0,0,0
"KUA_noMPA_Transect 3",0,0,540.209474794523,0,0,0,0,0,0,0,0,0,0,528.160671370355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282.370662629747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732.847001057653,268.291719582762,0,0,0,0,0,0,0,0,0,0,12.4764322050081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.4173163169451,0,0,0,0,0,0,24.7109243233563,0,0,0,0,0,0,0,0,0,0,0,0,20.2256902574825,1.22687278254456,16.4146681714754,0,0,0,0,0,0,0,37.3362553844393,0,0,28.0584200944099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.0386676363789,0,62.2309114618905,0,0,408.013686701313,0,0,0,0,0,0,0,15.1905509124464,0,0,0,0,11.8929456245796,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62.7167425243533,0,0,0,0,0,0,94.6521407878442,0,0.941257675596593,0,0,0,96.2941874608023,0,0,0,0,0,0,38.0852697284391,0,0,12.7956853735072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KUA_noMPA_Transect 4",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59.793626232485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196.465596694153,532.156270104261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.62603080132836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.7872063776154,0,0,0,0,0,0,37.7369085129181,0,0,0,0,0,0,1.29988838739694,0,0,0,0,0,1.82693772879888,1.3847316618137,10.5207750832773,0,0,0,0,0,0,0,51.7665592032937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.3067534825738,0,10.8653950740367,0,0,0,150.700688725076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.6170563883013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941257675596593,0,0,0,13.6367809163044,31.4454317395386,209.453161732777,0,0,0,35.8846787499858,0,0,0,192.462526749947,0,0,0,0,0,0,0,0,0,0,52.6852609566218,0,0,0,0,0
"KUA_noMPA_Transect 5",20.9711890186677,0,40.4081969440116,0,0,64.3489634346112,0,0,0,0,0,0,0,25.4043238411782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.5014370149387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.163320181454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.21184595743398,0,0,0,0,0,0,0,9.0736542377639,24.3704517022735,0,0,0,0,0,0,47.1430570963285,0,0,0,0,0,0,23.2197781854771,0,0,0,0,0,0.182142376063504,2.70636946564292,8.57418538551888,0,0,0,0,0,0,0,7.62057119180231,0,0,0,0,0,0,0,0,0,23.3429391366311,0,0,0,0,0,0,0,22.2176285301171,0,0,0,0,0,0,0,0,0,0,0,0,44.8628443926873,0,0,0,0,0,0,6.51493075565048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.27465217359178,0,0,0,0,0,0,0,1.88251535119319,0,0,0,22.2320218892433,16.8753358144275,0,13.2525408158392,0,0,71.7693574999716,0,0,0,76.2075733249487,0,0,0,0,0,0,0,0,9.7602108581846,0,0,0,0,0,0,0
"SAV_GNU_Transect 4",0,0,85.7123536521579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2190122460492,22.8748884795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,531.555134419783,0,5.28216678161066,0,0,0,0,0,0,0,0,0,166.611900468614,0,57.9769479057127,20.2365674139376,123.543805561101,166.530589061944,286.584935197177,0,0,64.2290827380249,0,5.49779959381784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0645973561025,0,0,0,0,7.10175491584076,270.852492788475,39.3065990721918,0,0,0,0,0,0,0,0,0,4.16743471163009,0,0,5.1012985237536,24.9004501468484,0,0,0,0,0,0,72.4769069446696,0,0,0,0,0,0,0,0,0,0,0,0,0,86.2363173566917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.0974758033024,0,0,0,0,0,1643.70190223992,0,0,7.97212124912512,0,156.956534505294,14.1104263018989,0,0,0,0,165.427449037752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAV_GNU_Transect 5",0,0,1908.39873968484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1049.05652634247,0,0,0,0,0,249.819218194432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.386279899082,0,563.055609963613,0,107.925077641631,19.1059864422995,0,20.5823072981849,0,49.613887615823,0,352.232068122309,0,6.53303323978686,0,1.56785849996637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.69291443764643,0,0,30.0478514977,0,0,0,12.950913199283,0,9.22446519505812,110.235489426673,0,641.966346479426,0,0,0,0,0,0,0,15.6365308746548,0,0,0,16.6975694125516,14.2416181981983,15.3162054676257,0,0,0,0,0,0,119.379398307625,0,124.195496770512,236.350189635182,0,0,0,0,0,0,130.910398995316,206.258426397762,0,0,0,44.9868046711743,0,0,14.3704029754096,0,4.09190194126923,0,0,0,0,0,31.6564632596155,0,0,0,0,0,0,0,0,193.919305224927,0,0,0,0,0,0,0,0,0,2032.7082397093,0,0,0,0,0,0,0,0,0,0,0,0,0,2278.26511105966,135.400580957716,0,0,0,0,189.460270357721,0,0,0,25.1692649836666,422.237706737498,0,24.3716201454805,0,0,0,851.550710076312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAV_GNU_Transect 6",0,0,529.863168849289,0,0,21.0562315290007,0,0,0,0,0,0,0,48.0859932898511,0,0,0,0,0,0,0,230.757327878486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273.674524480719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.2052781318622,1.6920428863584,0,65.9762348712349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.5978465716285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.59733790027348,0,0,0,3.84012786130896,0,0,0,0,0,10.6418134614853,134.255440855464,55.954758298708,24.4390533842741,0,0,0,0,0,0,0,0.662443299980127,0,0,0,89.8081955643829,11.2943452857969,21.6639827611913,0,0,0,0,0,0,25.4821327813827,0,0,34.5407604098492,0,0,0,0,0,0,0,0,97.723874556371,0,0,0,0,0,9.73965737299469,0,11.6937206702584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.3696210279293,0,0,0,0,0,0,248.587564319117,0,0,4.60837892899522,0,0,510.829325372646,4.15116554763129,0,0,0,0,0,0,0,0,0,82.7137245188761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAV_GNU_Transect 7",0,0,1169.80586802406,30.5012673331651,0,0,0,0,0,0,0,0,0,100.847554600512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.443251113754,0,0,0,531.555134419783,0,0,0,0,0,0,0,0,0,186.466929837275,0,625.214713834197,0,0,13.5363430908672,123.532324680144,287.619260566604,0,0,0,63.030052473878,24.208541085151,3.23286864055261,15.2629420102664,0,50.7389874528782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.8586462189852,0,0,0,0,12.1007453073316,0,0,0,0,0,0,0,0,5.12186400868265,248.096318418439,85.6711633794669,66.9760897376822,0,0,0,0,0,0,0,0,0,0,0,0,11.9316120033899,0,0,0,0,0,0,0,0,30.6777802299611,0,160.029003961747,141.969406097313,0,0,0,0,42.3848461764401,0,0,255.46459936053,134.862663539645,0,0,0,0,0,19.4428649923998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.048442031124,0,0,0,0,0,0,269.946215210188,0,0,0,0,17.1041152980581,915.150066611956,0,9.63564475019743,0,0,14.0813578890497,0,24.3716201454805,0,0,0,596.535995078623,0,0,0,0,0,0,0,0,0,0,0,986.113892275884,0,0,0
"SAV_GNU_Transect 8",0,0,1398.27701848364,0,0,13.3362712417749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1124.82330932252,0,0,108.48970035001,0,147.290001318982,355.430703682744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.27417784087237,0,0,0,0,0,0,0,250.26098897847,0,204.517003006243,0,0,0,0,145.013729042272,0,0,0,0,55.8705988450694,2.90282674846311,14.0660762890854,0,0,0,0,0,0,0,0,0,0,0,0,0,100.531727450055,0,0,0,0,0,0,0,203.65932554998,0,0,0,0,0,0,0,0,68.6451415855497,0,0,16.7591273550086,0,0,0,0,0,0,26.5305816046347,0,7.8772237327898,445.069199278173,69.6057108975936,122.675834365926,85.3268550480585,0,0,0,0,0,0,0,0.710425098281944,0,0,5.1012985237536,18.3803793604628,12.7105545074847,0,0,0,5.42405482307652,0,72.4769069446696,0,223.454372393679,0,0,209.4143464904,0,0,0,0,0,0,101.882460089939,0,0,0,0,0,0,329.553965923089,0,0,0,0,0,0,0,0,31.2707553491742,0,0,0,7.88983088965916,0,133.732683179223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506.82414387767,0,0,0,0,0,1084.0373171158,0,0,0,0,0,0,0,0,0,0,568.305547922374,0,0,0,0,0,0,0,0,0,0,0,0,63.2549373264563,0,0
"SAV_SLR_Transect 1",0,0,228.200865440503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.5162686570122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,729.300468142092,0,0,11.0277330119366,238.447978828428,1.4845681084516,0,0,0,128.833427155859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.5281920776074,0,0,0,0,220.500734478187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.288392021132,288.942166915254,134.151584707091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.691954230007,0,3.58339823111194,0,3130.14392072777,0,0,0,0,0,0,86.1492409450481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104.310621607433,1080.00831646523,0,0,0,0,0,0,0,0,0,0,166.282710916967,0,0,0,0,0,0,0,0,181.997026726055,0,0,0,0,0,0
"SAV_SLR_Transect 2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.97210568421376,0,0,0,0,0,0,277.585747788532,0,0,0,514.364247285555,0,0,0,0,3.69877348243386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.5422425425849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,232.746560500084,0,0,0,0,0,0,0,0,0,0,0,0,0,16.1822505711909,5.2828213901323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132.44360418827,0,106.679211250616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966.97137310307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.898316788301,0,0,0,0,0,0,0,0,0,35.7457410045526,2.56710289504218,0,0,178.604224869371,0
"SAV_SLR_Transect 3",0,0,26.7323144626924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.77538832494348,0,0,0,0,0,0,369.11742270896,0,0,380.463587747246,0,0,3.50454920455746,1.33101531698496,7.422840542258,0,0,0,104.811063184696,14.7577211024633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.3904184856403,0,0,0,0,0,0,0,0,0,0,0,0,35.24828716966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.0751937991214,52.3537051895888,0,0,0,0,0,0,0,0,0,0,0,0,20.8736454434311,4.94095597011333,0,0,0,0,0,0,0,0,46.7790141794166,0,0,0,0,0,0,0,52.9338452546607,0,124.02704749809,50.640151626184,0,0,0,0,0,0,3.86424164246765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188.774395459921,0,88.8859945274736,13.2259540133642,0,0,14.1104263018989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAV_SLR_Transect 4",7.19424423790588,0,473.881540568957,0,0,9.21527806356519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.182476158801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180.729054831619,0,897.090663002547,0,0,0,0,0,0,0,0,0,0,0,0,0,538.81590191228,0,0,41.1945725595532,43.460266096593,41.8967003639528,0,0,0,172.30657049755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,343.623550843725,0,0,0,0,0,0,0,1110.24353027845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.4393795875536,2301.23186156995,0,0,0,0,0,0,0,0,18.6192559694566,0,0,0,10.3274795284389,0,0,0,0,19.2594908549344,0,0,0,0,69.8061728405184,0,0,0,0,0,0,0,0,201.772408683834,0,0,0,0,0,32.1208119419769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.00381880774858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122.490834591785,0,0,0,149.229814538053,0,0,1.84176864960539,0,0,475.385257313814,2.92439512493977,0,0,21.2864194364461,0,0,46.2814837032379,0,0,0,63.2301055443729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SAV_SLR_Transect 5",7.19424423790588,0,740.147817615896,0,0,9.21527806356519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264.101034260418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277.964364464626,0,1446.27877763209,0,0,6.32733955927571,0,0,0,0,0,0,0,140.501887800044,107.180617049411,0,1108.60600694357,184.879690535564,0,16.8020412764355,0,30.3438608068591,0,0,0,272.368029474807,0,0,0,0,0,0,0,0,0,0,626.933349281256,0,0,0,0,0,31.0844850851698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1110.24353027845,0,0,0,0,0,0,0,0,0,47.5281920776074,0,0,349.024701263925,0,0,0,0,0,0,0,0,0,0,0,0,0,13.844255045739,11.6440481047621,0,0,0,0,0,0,0,104.341690321166,0,0,140.001878530956,0,0,0,55.5045913880635,27.778433523188,0,170.766118489693,200.400362977693,170.26316281446,0,0,0,0,63.0105933031406,14.550978974607,0,0,0,0,0,0,0,0,0,0,0,0,0,74.9816046660366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32.6383492401241,0,0,0,0,0,0,0,0,157.678654297003,0,0.81231476975206,0.920884324802697,19.9097712355717,0,413.486331638221,2.92439512493977,355.543978109894,3.43748736535082,0,0,7.05521315094944,46.2814837032379,0,0,0,0,0,0,0,173.628605896811,0,0,0,0,0,0,0,0,0,0,0
"WAI_ALI_Transect 1",0,0,1098.678013198,0,0,31.942038552258,0,0,0,118.416193545589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1406.94754920205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.3672128952903,138.344990233229,0,0,0,32.3606619652009,0,0,0,433.707315340342,0,0,0,1.26325953321089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.7909143529401,0,0,0,0,0,0,322.141199173154,0,0,0,0,0,155.439484564805,0,0,0,0,0,0,0,0,0,0,0,0,114.176124989645,3.64305131509258,0,0,790.419741176486,0,0,0,0,0,0,0,0,0,0,0,66.4917082470811,0,0,0,0,0,29.2964694515746,0,49.5822423730068,0,0,0,0,109.908762981166,72.9607069722124,0,0,0,0,0,18.8567435497246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.883369947513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.5857422939259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109.462954264156,0,0,0,0,0,0,0,0,0,0,0
"WAI_ALI_Transect 2",0,0,2293.41011097552,0,0,3.32247955884818,0,27.5428461953652,0,0,0,455.111246372846,0,52.6378480526406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,127.572538673319,0,0,0,1542.17774468936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.7326765354954,123.3178129251,0,0,0,137.933131372709,0,0,0,0,14.7577211024633,0,0,0,0,0,0,0,0,156.141813246867,0,0,0,0,0,0,31.0844850851698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.4064529081008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38893573962874,0,0,24.9327011246413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.9246623432472,0,0,0,0,0,0,0,0,0,74.8550815041904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,956.17953089077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294.376313685898,0,0,0,0,0,0,0,0,0,0,0
"WAI_ALI_Transect 3",0,0,1160.28608226449,0,0,0,0,0,0,0,0,227.555468295216,0,89.9582361335811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.1473584918582,0,0,1302.93739327793,0,154.868411945507,291.675108673042,0,0,0,0,0,0,0,0,0,0,0,0,635.777420945772,1628.63850243886,0,0,0,12.7691437107446,0,0,0,0,0,12.3515344101571,0,0,0,0,0,0,0,160.585685215214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.5019691963761,0,0,0,0,49.8826217972725,83.7901802471293,117.201840322012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42755156758981,0,0,0,29.2964694515746,0,64.3024825853197,0,0,0,0,0,0,0,0,0,0,0,58.5478114540688,0,57.9246623432472,0,0,0,0,0,0,0,0,0,0,291.372878022644,0,0,0,0,0,0,0,0,0,0,0,185.688478226345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.5086712041409,0,0,0,0,0,0,1119.79524922714,27.2807875735847,0,0,0,0,0,10.4894817590697,0,0,0,0,0,0,0,0,0,0,0,0,0,836.130247898086,0,0,0,0,0,0,0,0,0,0,0
